Account_Number,Total_Spend,Avg_Spend,Transaction_Count,Age,Income,Total_Loyalty,Cluster,PCA1,PCA2
UVFB96289365435884,439.26,439.26,1,42,72654.64,95,3,-2.0691174011394446,-0.8247592950684497
UVGB23641224740985,2435.73,2435.73,1,40,111977.68,428,3,-0.04333358350372949,0.7138989970788351
UVGL47286399624023,4519.48,4519.48,1,44,88727.02,407,2,2.0175525035954256,0.7131427897346189
UVJU63107890786957,1034.38,1034.38,1,19,62621.54,75,3,-1.4891935895699835,-2.0452276016333246
UVNN53390363857433,1206.16,1206.16,1,70,39227.74,480,0,-1.255720395043432,2.2197318525133687
UVPG75143535546222,3450.3,3450.3,1,29,58694.68,302,1,0.9367946059840832,-0.55105153606795
UVRP06293288098322,976.2,976.2,1,36,44165.38,163,3,-1.5330956411743708,-0.8696243008062656
UVXD78522115871845,3738.84,3738.84,1,48,62325.65,383,2,1.2387399352060644,0.7363684695050495
UWFS46403118287914,466.86,466.86,1,22,130788.28,65,3,-2.044209850341278,-1.7698023801218654
UWHD64119913656402,429.09,429.09,1,29,29755.04,417,3,-2.0461018676044374,-0.03395951652476304
UWIA99656789564598,3033.79,3033.79,1,42,80531.98,346,1,0.5356930118783074,0.3344727430385095
UWKT23466521746453,4419.36,4419.36,1,35,140671.5,90,2,1.8810382787821398,-1.0738376324260264
UWLO02789292147622,4975.15,4975.15,1,64,78845.62,214,2,2.448454423086356,0.7220744044173792
UWOY49294499313675,3231.17,3231.17,1,63,106797.35,452,2,0.7536915350542396,1.8926982736302114
UWUI44690488356347,2387.95,2387.95,1,53,59729.56,346,0,-0.10389127453455975,0.81475034539183
UWWZ11731010910460,1478.07,1478.07,1,61,84424.82,353,0,-0.999762683095478,1.3039433708192993
UXAB31908578825842,515.86,515.86,1,54,137704.84,118,0,-1.9794289881061464,0.014953261606001609
UXQD10780876678453,1426.05,1426.05,1,64,142415.93,264,0,-1.0552461672747233,1.1738125864411952
UXQE17389145505642,4803.1,4803.1,1,34,111050.82,106,1,2.2597129312921496,-1.126467951243535
UXTG09443121345579,4526.51,4526.51,1,61,126568.35,356,2,2.0268986855984368,1.3748108519310716
UXUU92917919690913,3876.69,3876.69,1,56,83824.76,274,2,1.3659395386831563,0.6548519499381587
UXWX48057968733520,840.96,840.96,1,37,147379.62,115,3,-1.6610266541368026,-0.7869748456954586
UYBA91731633243087,3039.93,3039.93,1,31,30008.93,191,1,0.512926974614813,-1.0438262353712509
UYBN46594918684987,754.67,754.67,1,40,103104.37,325,3,-1.7237944985257954,0.23394843110403943
UYDY79890330393758,1781.5,1781.5,1,61,72115.87,323,0,-0.7043376092750218,1.1270236231323314
UYEN33523175487713,307.04,307.04,1,37,139733.03,381,3,-2.1567479162994583,0.45414765216997854
UYGK16681133973670,111.68,111.68,1,36,57200.26,154,3,-2.389577430731285,-0.8653965989145121
UYGQ46990867233104,3638.26,3638.26,1,57,36936.05,441,2,1.145990676293596,1.374391993611138
UYHT75317528612240,47.28,47.28,1,65,27779.45,483,0,-2.4065915811717358,1.9864341927680425
UYJG61455012904312,1306.49,1306.49,1,47,60207.96,172,0,-1.1997621329310222,-0.27025377127560946
UYNC20928157806190,3292.86,3292.86,1,44,54481.09,316,1,0.7860848003996382,0.21872102130146867
UYOU48187317852976,1864.69,1864.69,1,23,123269.67,114,3,-0.6530797202584795,-1.5330667435714362
UYSU10147391298358,2007.02,2007.02,1,50,102105.39,103,0,-0.508675494308959,-0.35872320147723535
UYWX16466632663188,1620.44,1620.44,1,40,44361.77,180,0,-0.8912900647447769,-0.6096318551146246
UZDF29547034899319,3649.99,3649.99,1,45,30393.29,9,1,1.097858939179103,-1.2446344975108734
UZON75539818890737,3489.0,3489.0,1,37,145591.31,293,2,0.9862649179294729,0.0036343634401098126
UZOT84058273459986,1548.45,1548.45,1,37,108980.01,306,3,-0.9396373033412433,0.004142517778705517
UZSG40107528799722,3787.16,3787.16,1,51,102378.61,146,2,1.2615023441270357,-0.1368177572324414
UZVC00997844298299,50.66,50.66,1,55,99246.59,27,0,-2.4564644695701974,-0.45480042354831923
UZVW11337952331432,2654.89,2654.89,1,40,52494.61,288,1,0.14886436304958456,-0.09762535257707498
UZWY81573664096801,4963.92,4963.92,1,57,64607.96,159,2,2.4266879609026955,0.09549155379818376
UZXP31180467413075,3113.17,3113.17,1,61,88726.47,27,2,0.5792184417763829,-0.24559868358779105
UZYD82070669010792,223.02,223.02,1,66,77978.75,362,0,-2.241914546543213,1.58759337560552
VAAV29780678246553,1990.35,1990.35,1,67,75057.51,159,0,-0.5165703803433915,0.6440791735654895
VABT53656737292687,2249.75,2249.75,1,53,142703.07,151,2,-0.2563658221170387,0.10747139122632228
VACM56124662569512,4800.87,4800.87,1,21,96479.88,77,1,2.248578820134205,-1.9164550171229477
VACO31671560587905,2756.44,2756.44,1,67,100370.89,48,2,0.23133332236377596,0.17293157048186522
VAFQ81411287452719,2831.81,2831.81,1,64,136622.23,71,2,0.3124286123297355,0.22849548765687608
VAJV59619740059758,516.62,516.62,1,35,20422.04,488,3,-1.9496639528674928,0.5601056806502921
VAMZ49097034251970,545.55,545.55,1,29,131331.78,14,3,-1.9708671474881478,-1.6774605717101276
VAVA97735496259590,510.78,510.78,1,23,59449.99,145,3,-1.9984024976348918,-1.5255230756519407
VBAE32852124006224,1320.43,1320.43,1,60,85152.65,52,0,-1.1950518713502745,-0.1555901098304181
VBAE51906724460957,2001.09,2001.09,1,19,92247.13,110,3,-0.5230968474174078,-1.8217424307089418
VBDO74460834864917,3117.17,3117.17,1,59,49627.49,5,2,0.5752466525467584,-0.5421850943605697
VBEJ26459639468458,4082.34,4082.34,1,64,111519.91,70,2,1.5487925449271414,0.14074244045425327
VBFR92814989656917,3579.76,3579.76,1,40,122973.81,418,2,1.0905245000185186,0.6760499426565
VBKC10900701785020,2991.44,2991.44,1,33,54704.46,392,1,0.4942376019988296,0.0596746657715131
VBKN65141343076832,1782.28,1782.28,1,22,114042.65,439,3,-0.6941356284927286,-0.07298299436828119
VBLX77719619971659,2699.34,2699.34,1,20,87511.38,128,1,0.1709897666170942,-1.7126693804403845
VBMI28235984887691,4165.49,4165.49,1,68,148124.25,215,2,1.6552669890100564,1.1034026688159173
VBOR83599447251212,2790.72,2790.72,1,49,89092.22,297,2,0.29132735884798666,0.46150178057271585
VBQO79724792542218,3940.2,3940.2,1,70,114882.42,448,2,1.45872300829162,2.215003185650107
VBWF64214928841634,1530.77,1530.77,1,63,53901.67,70,0,-0.987097960328289,-0.010264720459511599
VBWK62330947976885,247.69,247.69,1,29,76518.94,327,3,-2.232057592091959,-0.33726579083871105
VBXW38295536315737,1372.61,1372.61,1,24,91899.58,96,3,-1.1465035454559143,-1.6410903626791795
VBYM30079823389178,3556.91,3556.91,1,35,66445.5,429,1,1.0613665470320348,0.34907997157372217
VCJI69399531556642,1760.98,1760.98,1,60,97962.85,226,0,-0.7344536413768225,0.6882656001435565
VCOP07346031613407,3454.05,3454.05,1,45,136051.95,91,2,0.9265709039366116,-0.5905944904169793
VCUI10452887646880,3035.11,3035.11,1,22,37725.89,285,1,0.5187784954979442,-1.0092121831618937
VCUQ69675044643077,1595.83,1595.83,1,28,120471.58,99,3,-0.9204760833482457,-1.3690425619112547
VCXL67117753987245,2604.11,2604.11,1,23,99219.91,308,1,0.10201698086094023,-0.6923513960874957
VCYO13032928442213,976.65,976.65,1,49,38162.8,290,0,-1.5134709037890346,0.3299498507704531
VDEW99650826958264,3981.63,3981.63,1,31,114627.83,414,1,1.4849254000052152,0.20267929254273745
VDIC35039785141201,2413.79,2413.79,1,19,148311.03,5,3,-0.12108256032941499,-2.181848999219353
VDKM02324746879271,998.8,998.8,1,61,35677.42,307,0,-1.4864002282968707,0.9729037610659765
VDLJ71057870371311,3291.32,3291.32,1,57,83174.52,229,2,0.780150942647688,0.4983257241224141
VDMP44923435969850,1257.02,1257.02,1,66,135331.32,117,0,-1.2420469483783412,0.5619371017264556
VDSF20513563974892,1251.81,1251.81,1,67,54752.66,271,0,-1.236455554970283,1.1320529009235092
VDXJ76238026709461,2197.67,2197.67,1,19,89999.8,224,3,-0.31380497907046023,-1.294081759308412
VDXX60641668135763,1724.6,1724.6,1,51,136936.87,357,0,-0.7514585838306344,0.9759006859412016
VDZM52508159590431,3930.09,3930.09,1,36,25500.42,481,1,1.4334381280001478,0.5325454813006181
VEAR96958251749145,2857.05,2857.05,1,25,113169.35,451,1,0.3733372090818733,0.1064211787337509
VEAS67309240741359,816.44,816.44,1,51,49536.28,97,0,-1.6953170433799192,-0.45223325838982353
VEDH97436990558557,794.09,794.09,1,40,98589.1,251,3,-1.6948066041267238,-0.12623522184662883
VEER24874323629825,216.87,216.87,1,19,63218.48,39,3,-2.304020031425537,-2.2000078666171357
VEGZ21425261197892,4341.12,4341.12,1,28,91451.16,133,1,1.8014313769745465,-1.3259281224048318
VEKY58300358087563,2454.73,2454.73,1,51,125279.31,189,2,-0.05086751889677751,0.14436950631314346
VELE00298904269808,2120.69,2120.69,1,66,148258.43,114,0,-0.3849291593479971,0.5663742723130563
VEOD02676720957992,294.34,294.34,1,48,119909.68,382,3,-2.168573471274321,0.931418580415899
VERZ79872873142495,3167.69,3167.69,1,21,90600.48,181,1,0.6426507392432516,-1.4155761694369282
VETZ59452315828630,1000.09,1000.09,1,67,125870.12,318,0,-1.4715760095052897,1.5356484700672288
VFCP50801963045306,127.0,127.0,1,22,108776.52,285,3,-2.3552102631696226,-0.7842926288060904
VFFK93103370089423,4527.0,4527.0,1,67,71787.29,166,2,1.9980674242445102,0.6280782121011655
VFQX34633488933437,4349.13,4349.13,1,18,28986.58,172,1,1.8044440333274596,-1.7738336324054553
VFRD50164546625731,231.22,231.22,1,65,56289.34,11,0,-2.2819078074530132,-0.16611951782665613
VGCW50321985965510,1751.18,1751.18,1,69,124614.84,266,0,-0.7334839891607472,1.3706631006865848
VGJC72050465784666,945.19,945.19,1,38,29078.29,381,0,-1.5369050248025695,0.2138072509906286
VGKR02103770023358,3390.09,3390.09,1,23,37498.49,124,1,0.8500569200553008,-1.7256459674159585
VGLN11702784734479,3288.23,3288.23,1,60,139432.97,270,2,0.7897470311717605,0.9748096914826438
VGNT06155026134097,540.97,540.97,1,29,145257.3,68,3,-1.9668095392475087,-1.3883476928039697
VGOC71865880746120,2528.11,2528.11,1,61,120046.82,58,2,0.007011697204097037,-0.011764167314605375
VGXA43113875093106,2983.08,2983.08,1,23,141568.33,128,1,0.45931685087022917,-1.4392493461657734
VGYV40573689108041,3616.97,3616.97,1,49,92690.2,349,2,1.1173714224946085,0.7019556332436797
VHAM08981920938296,3779.94,3779.94,1,49,112884.83,234,2,1.2663995179744416,0.20883184768169022
VHBK86548338806719,3998.31,3998.31,1,64,69441.96,300,2,1.4903003618019852,1.1188692254121098
VHEV61691749939452,2235.74,2235.74,1,60,40649.91,240,0,-0.26878790414578657,0.6027640381460974
VHKL66963389586417,2335.03,2335.03,1,43,66659.03,196,0,-0.17757862746077438,-0.3475018053100001
VHMO20961023726432,879.57,879.57,1,27,134026.35,80,3,-1.6315132634583636,-1.460411477079323
VHVJ03627562952242,3852.99,3852.99,1,44,110698.24,262,2,1.3408226532896244,0.09662401449168573
VHWV64903657168897,1152.92,1152.92,1,64,61259.56,425,0,-1.3146258520620495,1.732260137377439
VHZE03172665282468,2411.83,2411.83,1,23,146412.49,290,3,-0.08537504852099645,-0.6555941974159609
VIGF23023332470739,44.08,44.08,1,53,52627.83,413,0,-2.419116054657309,1.149864407491183
VIPS13027929902510,1961.05,1961.05,1,63,115160.43,138,0,-0.5447152382965335,0.45647009893608326
VIQD77365561922188,4095.65,4095.65,1,62,46062.92,393,2,1.5955222416268124,1.4013743392405789
VIYL17330165487657,3619.2,3619.2,1,59,141949.86,471,2,1.1437569269992716,1.874199557648457
VJAJ47501750566558,2417.22,2417.22,1,30,120478.08,314,3,-0.07808488210141952,-0.27555868892522456
VJJY48479207405187,1174.55,1174.55,1,21,113163.14,99,3,-1.34073974582918,-1.7128436889796825
VJLD49514955838736,3559.7,3559.7,1,47,112082.68,176,2,1.0399978449038314,-0.1575005588379666
VJNI08585883825672,4668.67,4668.67,1,52,121388.76,230,2,2.1485127263764072,0.33945271964612694
VJNS96733116772696,4244.24,4244.24,1,50,106229.28,329,2,1.7383332231827677,0.6791889185742209
VJTP85315027439391,4580.45,4580.45,1,50,65062.86,87,2,2.0355068051592156,-0.5682575993745455
VJVI45169613703408,4922.05,4922.05,1,37,148231.61,247,2,2.400952388482546,-0.22922191024053237
VJZR90923936044707,4485.51,4485.51,1,29,139464.65,407,1,1.9857865985819985,0.12902034069643786
VKRS72506713223709,2046.19,2046.19,1,56,143367.13,235,0,-0.44639042297691806,0.6500751278692111
VKSC46936663918900,490.11,490.11,1,45,60640.1,97,0,-2.0190590967291855,-0.7039138652557204
VKTI82706908713197,2572.73,2572.73,1,29,26679.2,327,1,0.06651477983153677,-0.49961825034988055
VKTP87996323866429,3385.2,3385.2,1,49,103318.27,26,2,0.8471923647903993,-0.7876188456241189
VKYI65120690611959,1677.01,1677.01,1,31,91265.51,250,3,-0.823122557297577,-0.5906498412387652
VLEQ58986818439763,4321.93,4321.93,1,53,60542.6,289,2,1.8056426220140842,0.5175026883138185
VLLH47057423885652,552.7,552.7,1,60,113809.56,41,0,-1.9540397562990544,-0.12314379442888902
VLLW73785139311653,4325.43,4325.43,1,30,120549.22,130,1,1.7894224648635517,-1.1718827258907163
VLMA80079376224141,1192.02,1192.02,1,46,42283.71,425,0,-1.282904636868408,0.8297162188507072
VLPW16657813049950,2841.07,2841.07,1,63,112061.12,128,2,0.3258342572263748,0.3875056192180346
VLXM61995305641849,4144.39,4144.39,1,23,103001.57,366,1,1.6365440403214226,-0.43466966046757416
VLXP82905249221911,1740.39,1740.39,1,18,36808.51,186,3,-0.7784008448078352,-1.646437309955272
VLYW55628497565783,684.94,684.94,1,33,47544.71,200,3,-1.817399459962024,-0.8247443715894284
VMAZ19109048866073,145.8,145.8,1,29,49844.37,259,3,-2.344934044533421,-0.7225274490378158
VMDB07923046600128,75.67,75.67,1,60,144048.77,313,0,-2.388183020921051,1.2403279896246773
VMIP10680177031637,4738.21,4738.21,1,42,37070.07,70,1,2.1842639236551933,-1.1007001864127621
VMKB30666557518423,2465.06,2465.06,1,57,56174.39,71,0,-0.06231974778508103,-0.2996360353354142
VMRO57412287670444,4390.04,4390.04,1,40,81116.37,491,1,1.8981505920328563,0.9015656097669273
VMUS14193960610471,2091.38,2091.38,1,68,43044.59,388,0,-0.3903341244017986,1.687236319373729
VMXL01235782239497,1797.18,1797.18,1,63,142994.35,52,0,-0.7149880004348718,0.12422343193287678
VMYH68154185899002,406.81,406.81,1,64,75961.72,449,0,-2.0492939519717925,1.894057711772015
VMYQ51953774926632,4097.41,4097.41,1,56,132811.58,457,2,1.6140420797318034,1.6353311733008133
VNCT45615818110699,2936.47,2936.47,1,64,124676.57,453,2,0.46409160878707634,1.9944452843911291
VNZN00301196227238,1550.79,1550.79,1,26,70341.98,455,3,-0.925529242740081,0.08626145251891784
VOEZ35517274847927,2876.59,2876.59,1,57,140720.07,91,2,0.35799747438549173,-6.545878682599922e-05
VOFD21519045624462,1454.61,1454.61,1,68,46594.56,451,0,-1.012898345589349,2.002828970542893
VOGF01295318500423,1843.26,1843.26,1,61,143042.45,394,0,-0.6256861528095956,1.6380437618883215
VOOD49487248492615,3645.51,3645.51,1,57,41056.61,42,2,1.102135732973758,-0.49298030372314855
VOVM63100945319422,3972.1,3972.1,1,45,20631.76,21,1,1.4175184489110395,-1.2178233822280338
VPAM07174811317653,2337.79,2337.79,1,24,66858.58,457,1,-0.14620404474786589,-0.02062796565278967
VPBZ25215143517236,584.77,584.77,1,62,70140.63,63,0,-1.9239716492362113,-0.03474238433764525
VPCN17277539954316,2688.07,2688.07,1,24,75404.73,369,1,0.19059788276481812,-0.41892262256123697
VPCP71103402073617,1097.95,1097.95,1,20,149096.1,187,3,-1.4013730142372691,-1.2548400970394396
VPIH89475289724597,4173.46,4173.46,1,41,35098.62,152,1,1.634621642813409,-0.7581665394944712
VPKG17841647560915,3495.28,3495.28,1,54,122105.68,68,2,0.9652473218984952,-0.30731044165048294
VPLN74436322503246,3081.89,3081.89,1,46,97094.34,408,2,0.5943738985311294,0.8568481647382504
VPPO34265875031049,1537.5,1537.5,1,58,120480.23,40,0,-0.9778748451237257,-0.2218577749799248
VPSO93892694813352,1247.57,1247.57,1,21,146927.93,40,3,-1.2720488408867998,-1.9069634157328168
VPXA14095071519963,1460.2,1460.2,1,64,70954.49,426,0,-1.0088157662328325,1.7563486464622096
VPXU84237405171757,2482.26,2482.26,1,70,116577.49,1,2,-0.043786639804383236,0.13920230313247714
VPXU92611980956069,3485.05,3485.05,1,45,120738.75,173,2,0.9660978277881573,-0.24363134141911968
VPZK22792949652396,2375.58,2375.58,1,60,101586.1,35,0,-0.1495539333239327,-0.2113135927624564
VQBU08757575131838,3504.3,3504.3,1,24,83860.72,202,1,0.9789990426878885,-1.1966802553226163
VQBX31026237050674,3740.48,3740.48,1,19,115958.11,387,1,1.239374264326337,-0.4867122372858147
VQDO31430902068183,2620.52,2620.52,1,64,122203.14,55,2,0.09926792198895729,0.12042968756370855
VQIY36868111433064,3013.98,3013.98,1,49,67231.53,420,2,0.5259368295208219,0.9818897114992744
VQJG31650983381272,997.24,997.24,1,54,80812.5,415,0,-1.4706104575324164,1.262125605405631
VQOJ27963049550947,3501.57,3501.57,1,30,129885.07,230,1,0.9868827393952115,-0.6646602783585188
VQPM05457694757694,34.45,34.45,1,52,90143.05,64,0,-2.4696176130115894,-0.4456484149785123
VQWR34987789415679,4344.75,4344.75,1,40,149693.48,154,2,1.8177457721262242,-0.5115312764864489
VRBB27291714112129,4571.27,4571.27,1,33,89693.72,443,1,2.070699187498269,0.36205866395628344
VRNP81382311967647,31.43,31.43,1,47,59616.98,66,0,-2.4772512088485095,-0.7500674464192436
VRPF42758140650580,2755.13,2755.13,1,55,25390.54,307,0,0.25152132648155884,0.6341216816350217
VRQJ71270587722164,1854.05,1854.05,1,31,114763.27,66,3,-0.6686738766052027,-1.4004106498706188
VRSP77382438214629,3387.31,3387.31,1,53,93181.0,196,2,0.8711233889163627,0.17674505627409998
VRUY89413210972021,101.82,101.82,1,26,127730.76,277,3,-2.377918210965637,-0.5841428121675469
VRVX78427751536720,2269.59,2269.59,1,28,117640.35,199,3,-0.24011916605702657,-0.9163903740047689
VRWH15307079190487,3179.33,3179.33,1,53,99512.43,18,2,0.6427450847745744,-0.6416559791353506
VRWJ76600974909126,2086.79,2086.79,1,36,76470.73,100,3,-0.436738844829179,-1.102891031905613
VSBA15944633399948,4180.96,4180.96,1,44,27585.19,267,1,1.6568312128954699,-0.093585885828049
VSDC40654765126749,3706.02,3706.02,1,24,146087.31,93,1,1.1721098528646396,-1.5567636654496473
VSEG83522377504480,4143.27,4143.27,1,44,26521.3,293,1,1.6227092210919793,0.026700187269527446
VSFP33852892570267,3958.37,3958.37,1,23,92988.01,143,1,1.4222136772968574,-1.506179737453216
VSKJ54300178462742,173.95,173.95,1,27,64089.79,389,3,-2.299121704903321,-0.17042569503551594
VSPP11506291792651,490.47,490.47,1,36,90243.63,46,3,-2.0242441687340413,-1.2968179113524942
VSQT58294863099728,4288.97,4288.97,1,38,29230.47,176,1,1.750717058901779,-0.8041893185731697
VSTE33128998511860,4318.97,4318.97,1,22,70194.74,165,1,1.7795249339024368,-1.5130788638989219
VSWR48002032870789,1460.32,1460.32,1,46,84360.44,73,0,-1.057532907794949,-0.7254736281367514
VSXA45490654782924,2514.86,2514.86,1,51,30955.85,39,0,-0.021641510846350975,-0.7990479723080413
VTAH55081996844565,4558.33,4558.33,1,57,24734.73,121,2,2.01514387198324,-0.17682644098129305
VTAK36791207209578,4399.17,4399.17,1,33,41529.15,153,1,1.8570641829943213,-1.120653444368355
VTBV28377270289666,4740.57,4740.57,1,58,32308.0,450,2,2.239398200127227,1.4348943111089854
VTKN51582230947605,4336.61,4336.61,1,37,121697.85,172,2,1.8079341602442431,-0.6393047807254285
VTSS77379395795519,3865.38,3865.38,1,45,99272.64,97,2,1.3307319693727477,-0.6612190635702069
VTTY57194770071910,2829.92,2829.92,1,34,32418.22,152,1,0.3008307696480888,-1.075547748385735
VTXC77633427203886,999.65,999.65,1,20,68885.61,211,3,-1.5050557151687216,-1.3415145462370726
VUBF82774694825457,3208.91,3208.91,1,36,70486.8,169,1,0.6836244122842287,-0.8112253974330099
VUEZ60273226992728,4816.62,4816.62,1,61,134656.21,49,2,2.2757331817070545,-0.054224692251425635
VUGW95932954405546,338.07,338.07,1,41,82907.85,221,3,-2.1522104857293622,-0.25195475596461764
VUJI50729629010793,753.51,753.51,1,18,127222.55,72,3,-1.7606890645358662,-1.940258330665826
VUJO84830348573654,959.56,959.56,1,57,31335.36,61,0,-1.558633678846927,-0.3848186168479812
VUTG17697085675910,3539.35,3539.35,1,49,52442.84,298,2,1.0291615005685282,0.3622573686755182
VUVF00402342033873,1350.75,1350.75,1,24,108287.72,378,3,-1.1298445722292558,-0.2726136302717157
VUWH72367908213522,3797.8,3797.8,1,47,110598.06,369,2,1.3007307433020296,0.7431600868928198
VUZH50405669579001,1337.69,1337.69,1,25,102635.7,104,3,-1.1785604848209068,-1.5284921581120376
VVAI09471124617578,913.91,913.91,1,31,100510.79,407,3,-1.558092455621769,0.18359697179168544
VVCX77816214276565,2724.03,2724.03,1,23,44055.91,32,1,0.17879919049590232,-2.1314295179888165
VVHK80582998959814,2396.68,2396.68,1,65,59687.69,355,0,-0.09086939818155927,1.4264028630165628
VVLC69139521501642,272.78,272.78,1,41,142677.01,104,3,-2.225057272482396,-0.6515598790611743
VVNQ76164819807704,3094.51,3094.51,1,68,92123.35,111,2,0.5738407146461394,0.49073894965215015
VVRV56352007615042,1510.59,1510.59,1,55,143459.77,293,0,-0.9699999408977347,0.8843801287650858
VVSE22571640048952,3245.99,3245.99,1,61,136460.63,383,2,0.7623944869322915,1.5472436986523856
VVSS14521020388707,3793.1,3793.1,1,67,80873.91,241,2,1.2814313190587259,1.0155871925247097
VVZU94766273872488,3480.67,3480.67,1,39,140315.42,232,2,0.9700522912761772,-0.20159127947942765
VWCB46627501526974,2102.06,2102.06,1,63,104946.14,274,0,-0.3885881322471497,1.0685661395547439
VWIA90544496252165,11.4,11.4,1,28,75199.54,206,3,-2.482294241529112,-0.9536374771101787
VWJC65116399319733,2891.77,2891.77,1,67,80291.05,449,2,0.414898552245289,2.007395060570111
VWLS70073212712151,504.73,504.73,1,62,83673.06,476,0,-1.9483934334597257,1.943958093192291
VWQQ31273654852207,2247.28,2247.28,1,29,56797.65,61,3,-0.2868787295723428,-1.6705734097654803
VWWV61817457576826,539.27,539.27,1,56,66292.52,295,0,-1.9411651999001112,0.7632954988932571
VXBR96586146921193,3666.2,3666.2,1,49,85404.72,14,2,1.1220572931153596,-0.8935329447086622
VXCE89899307461139,4159.32,4159.32,1,38,79835.01,468,1,1.6658255254408183,0.6989005162487187
VXGB33500376600285,2155.79,2155.79,1,28,108564.22,145,3,-0.360939543808191,-1.1914384097476678
VXLU62640859551495,2762.49,2762.49,1,42,144693.88,280,2,0.2657640753614415,0.1891872755460858
VXQN15640994147539,2825.07,2825.07,1,29,141078.58,385,1,0.33744480801153165,0.05620880556611862
VXWS74500970644071,277.56,277.56,1,57,111955.43,243,0,-2.2016714334487864,0.6847978019784001
VYBL99447698801225,1906.41,1906.41,1,50,83838.52,363,0,-0.5769495240627438,0.8205671796959288
VYBN84005156393513,3561.54,3561.54,1,64,75136.48,250,2,1.051618339410619,0.9048800854539958
VYCE58025621974760,4447.68,4447.68,1,61,126119.28,191,2,1.9274108811817712,0.5985028859086604
VYDC51644659239659,3735.72,3735.72,1,22,38327.83,197,1,1.2018716839204135,-1.4330594905160439
VYDI02454224922430,1597.95,1597.95,1,23,145338.26,74,3,-0.9200412572992547,-1.661658254628776
VYOT43193667116253,1365.71,1365.71,1,35,73717.65,391,3,-1.1144262561217622,0.22369297989228754
VYQN56738564880012,35.63,35.63,1,55,117957.82,133,0,-2.455491336539326,0.09118284889922156
VYRO66340419744765,3295.02,3295.02,1,69,34385.73,385,2,0.8014835988030431,1.6795319354815499
VYSJ47353414391032,3347.93,3347.93,1,45,138254.12,39,2,0.814935943076754,-0.8280651614998528
VYSY90076862763328,4252.21,4252.21,1,25,30649.42,49,1,1.6945702959057858,-2.0146773948683445
VYZZ39338338768838,1612.4,1612.4,1,18,23306.73,145,3,-0.9121226959124613,-1.8711836000394853
VZAT72967828661982,4279.32,4279.32,1,32,93319.94,37,1,1.7290730109251657,-1.5821508104269537
VZEN23750543226027,29.14,29.14,1,18,55626.99,370,3,-2.4484948093305516,-0.705895845076684
VZFJ91169934787762,4971.59,4971.59,1,33,30718.26,481,1,2.465491336795876,0.3865203568140153
VZKG04053198410507,598.46,598.46,1,24,33430.83,50,3,-1.926535289297912,-1.991778151150079
VZPD95572903413865,4518.21,4518.21,1,36,128103.49,244,2,1.997697346596968,-0.33480276685938576
VZPZ13766708060605,4260.1,4260.1,1,21,24921.94,334,1,1.7374522778382764,-0.8778822376513824
WAAG45688486573744,2389.86,2389.86,1,22,95468.79,429,3,-0.09541067801120674,-0.17638671831497268
WAGB56870941246051,4872.86,4872.86,1,21,75466.02,315,1,2.34821032946374,-0.8503531701818531
WAID04866718644262,4831.49,4831.49,1,66,121560.93,415,2,2.3375421589059115,1.8723025221373082
WAKJ35137183497992,1468.15,1468.15,1,19,53838.98,451,3,-1.0117501258359125,-0.3048637928868284
WARC72607612420441,532.04,532.04,1,52,82742.25,5,0,-1.9849295889382603,-0.749841857631698
WARM60229631650124,136.69,136.69,1,42,78201.43,27,3,-2.3771330979098075,-1.1259776035808635
WAVO62732553827438,2680.49,2680.49,1,61,27172.08,266,0,0.17406412400334645,0.7316265821957202
WAZF25176668992127,2386.65,2386.65,1,49,71430.81,458,0,-0.09042366422329609,1.1813158406117308
WBAE68764486764979,1062.24,1062.24,1,51,47861.84,244,0,-1.4329144658920043,0.2313634296684355
WBBO20322585728285,3518.25,3518.25,1,40,69636.43,45,1,0.9751763221235864,-1.2119897916851294
WBDB89857390835211,2326.22,2326.22,1,40,119634.62,215,3,-0.17848146074075874,-0.2674597038812017
WBEG17402810607634,2082.8,2082.8,1,46,96527.05,140,0,-0.43051237981955787,-0.38966850523987495
WBIQ99744225973037,4428.04,4428.04,1,26,105316.63,275,1,1.906996819138531,-0.7192543217393383
WBKT25018872069657,3417.12,3417.12,1,22,32768.85,142,1,0.878351755011563,-1.7007021648276726
WBOG42180893169823,40.93,40.93,1,34,76109.85,17,3,-2.475719054531664,-1.5564407857116247
WBWN40511832840144,4347.73,4347.73,1,38,120742.84,200,2,1.8227271901859348,-0.4626558349575578
WBXK91541963511096,4019.29,4019.29,1,68,85334.85,72,2,1.4845776645113211,0.2753355328618216
WBZU39251999452951,843.11,843.11,1,42,78743.54,189,3,-1.656007098321233,-0.373632568422741
WBZU90425843299137,1449.6,1449.6,1,44,128707.42,443,3,-1.01574435921163,1.0321340376002797
WCAR49297045386876,1279.3,1279.3,1,18,44260.31,201,3,-1.2325887002807234,-1.5497548203788447
WCFI22960691382172,3788.58,3788.58,1,38,76701.47,405,1,1.289878664155008,0.40053296634542396
WCSR01106382244326,4911.99,4911.99,1,30,68388.99,74,1,2.3574571813800627,-1.5756573157229943
WCSR07027292942863,2686.85,2686.85,1,69,35280.22,105,0,0.16266551116461145,0.37393475400700743
WCWT71408346954495,2102.03,2102.03,1,42,42968.13,243,0,-0.4054705968508252,-0.22947567865468593
WCYL92291270659341,4277.97,4277.97,1,37,71497.22,464,1,1.7816648587023942,0.609796283648273
